CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,NOMGEO
25,003,0743,0888,La Majada de Arriba
25,013,0282,0615,Estación Retes
25,018,0523,0433,Constituyentes de Sinaloa
25,013,0053,0615,Caimanero
25,014,0287,0449,El Matadero
25,014,0029,0504,Loma del Zorrillo
25,013,0019,0441,Alhueycito
25,002,0044,0306,Estación Acatita
25,017,0197,0934,La Playa
25,017,1002,0991,Tierra Blanca
25,017,0076,0949,Cubiri de la Cuesta
25,015,0006,0662,Las Cabezas
25,013,0179,0441,Mazate de los Sánchez
25,017,0206,1006,Potrerillos
25,018,0349,0560,San Luis
25,018,0107,0490,Santa Fe
25,018,0036,0522,Campo Cinco Hermanos (Emiliano Zapata)
25,018,0084,0522,Patagón
25,018,0017,0490,Bariometo
25,018,0511,0537,Monte Calvario
25,018,0070,0522,Lo de Reyes
25,018,0068,0486,El Limoncito
25,018,0098,0607,Rosa Morada
25,006,3141,2621,Bachigualatito
25,018,0199,0556,Campo Balbuena
25,018,0006,0503,Altata
24,007,0156,012A,Fraccionamiento Llanos de San Gabriel
24,014,0077,0016,Plan de los Jobos Segunda Sección
24,017,0013,0041,Domingo Gámez
24,024,0037,0188,El Jabalí
24,024,0046,0116,La Muralla
24,009,0006,0016,Joyita de la Cruz
24,024,0316,0313,Las Magdalenas
24,045,0126,0154,Los Trejos
24,050,0019,007A,Ejido Gogorrón (Ex-Hacienda de Gogorrón)
24,050,0034,007A,Palomas
24,051,0007,0151,Corcovada
24,003,0064,0084,El Rosario
24,007,0009,0100,La Cruz
24,010,0077,0021,Puerto de San Juan de Dios
24,010,0034,052A,La Encarnación
24,011,0003,0033,Barrio de Guadalupe
24,011,0013,0033,Ojo de Agua de Solano
24,013,0241,0339,Villa Fierro
24,013,0360,0324,La Calera
24,015,0052,0189,La Trinidad
24,016,0003,0044,Estación Auza
24,017,0030,0126,Norias del Refugio
24,017,0014,0179,Entronque de Matehuala (El Huizache)
24,017,0027,0215,La Negrita
24,007,0006,0098,La Boquilla
24,020,0275,0136,Las Heroínas Mexicanas
24,021,0004,0044,El Arbolito
24,022,0092,0056,Pozo Blanco
24,024,0059,0065,Pastora
11,043,0007,0025,Álamos de Martínez
24,025,0021,0132,Palma Pegada
24,028,0222,0030,El Cascarón
24,028,0256,0100,Fracción Milpillas
24,030,0029,0039,Morenos
32,007,0011,0285,Los Encinos
24,044,0011,0227,La Punta (San José de la Punta)
24,046,0055,0024,Puerto Espino
32,038,0019,0192,Colonia Belisario Domínguez (Las Güeritas)
24,047,0040,0017,San Antonio de los Regalado
24,047,0051,0074,Santa Rita de los Hernández
24,047,0019,0106,Santa Rosa la Masita
24,049,0021,0327,Lagunillas
24,049,0024,0100,Noria del Gato
24,050,0050,0116,San Miguel
24,050,0053,0050,Saucillo
24,050,0099,0116,La Rinconeña
24,054,0223,005A,El Rincón
24,032,0077,0245,Enramadas
24,056,0018,0020,La Lajita
24,056,0015,0016,Guardarraya
23,008,0416,0457,Guadalupano
23,004,0264,1244,Raudales
23,004,0073,1333,Ramonal
23,008,0949,0230,Belfast
23,002,0243,0608,Tabi
23,010,0022,0313,Buenavista
23,004,0119,1193,San Pedro Peralta
23,004,0163,1189,Lázaro Cárdenas Segundo
23,004,0050,123A,Laguna Guerrero
23,008,0217,0118,Punta Maroma
23,008,0829,0461,Nuevo Noh-Bec
23,008,0950,0086,Monte Sinahí
23,002,0108,0792,Noh-Bec
23,010,0106,0296,Guadalupe Victoria
22,001,0040,0057,San José Ithó
22,001,0041,0057,San Juan Dehedó
22,001,0159,0038,Nuevo Amanecer
22,001,0060,0038,La Cruz (San Bartolo)
22,001,0020,0080,La Ladera
16,031,0014,0050,Molinos de Caballero
22,001,0025,0061,Mesillas
22,001,0093,0076,Loma de las Víboras (Santiago Mexquititlán Barrio 6to.)
22,001,0009,0076,El Carmen (Santiago Mexquititlán Barrio 6to.)
22,001,0056,0076,San Nicolás de la Torre
22,004,0065,010A,La Mesa Providencia
22,004,0015,010A,Boyé
22,007,0286,0012,Cadereyta [Parque Industrial]
22,006,0027,0049,Purísima de San Rafael
22,008,0018,001A,El Milagro
22,008,0007,0043,Capula
22,008,0013,0024,El Granjeno
22,008,0042,0043,El Rincón
22,008,0135,0039,La Ceja
11,034,0021,0026,Ortega
22,005,0008,0060,La Carbonera
22,014,0046,0017,La Estacada
22,014,0087,0021,Rancho Largo
11,003,0121,0246,El Herrero
22,004,0215,0133,La Presa (La Nueva Presita)
22,010,0002,008A,Acatitlán de Zaragoza
22,014,0078,0036,Pinto
22,011,0060,0119,Campestre San Isidro [Fraccionamiento]
22,011,0513,0119,Beta la Griega [Parque Industrial]
22,008,0157,001A,PyME [Parque Industrial]
22,011,0517,0072,Advance Querétaro [Parque Industrial]
22,011,0449,002A,Ejido San Vicente
22,011,0249,027A,La Laborcilla
22,011,0485,0119,La Noria [Parque Industrial]
22,011,0518,0119,Provenza Residencial [Fraccionamiento]
22,011,0013,0119,El Carmen
22,016,0197,0863,El Carrizo [Ejido]
22,016,0087,0134,Buenavista Palma de Romero
22,016,0038,005A,Ojo de Agua
22,007,0265,0031,Piedras Negras
22,007,0033,0031,San Antonio
22,016,0036,0030,El Mirador
22,018,0043,0069,Sabino de San Ambrosio
11,006,0010,0017,El Durazno
22,002,0245,0105,La Tinaja
22,007,0002,0031,Barreras
22,004,0104,0097,Santa Bárbara
22,005,0021,0075,El Lindero
22,007,0187,0031,Valle Colorado
22,004,0013,0097,Boxasní
22,007,0040,0046,Sombrerete
22,007,0312,0046,Las Trojes
22,007,0254,0012,Las Flores
22,007,0229,0012,El Sindicato
22,004,0127,010A,Villa Nueva
22,017,0204,0023,Real del Ciervo [Fraccionamiento Campestre]
22,007,0029,0031,Los Ramírez
22,005,0258,0107,Aerotech [Parque Industrial]
22,005,0172,0107,La Esperanza [Fraccionamiento]
22,005,0103,0075,El Nuevo Rumbo
22,006,0020,0049,Pita
22,006,0021,0049,La Poza
22,008,0035,0039,Las Taponas
22,011,0042,002A,Matanzas
22,005,0057,0107,Viborillas
22,011,0509,0119,La Griega [Polígono Empresarial]
22,013,0041,0058,La Ordeña
22,013,0054,0058,San Miguel Palmas (Misión de Palmas)
22,013,0061,0081,La Vega (Las Vegas)
22,013,0009,0062,El Álamo
22,013,0138,0077,El Ardillero
22,013,0088,0077,La Estación
22,014,0082,0036,Corea
22,014,0068,0017,La Monja
22,016,0067,0115,El Sitio
22,016,0248,0863,Villas de San José
22,016,0064,0026,Santa Matilde
22,016,0173,0026,El Porvenir [Residencial]
22,016,0004,0045,Barranca de Cocheros
22,016,0005,012A,Buenavista
22,016,0063,012A,Santa Lucía
22,016,0332,0878,Revolución
22,016,0041,0878,Palmillas
22,018,0119,004A,El Tule
22,018,0012,004A,El Cerrito Parado
21,015,0055,0062,Haras Ciudad Ecológica
21,051,0002,0088,Ahuehuetzingo
21,051,0021,0073,San Miguel la Toma
21,051,0053,0088,La Palma (El Trinquete)
21,083,0006,0043,Las Barrancas
29,004,0006,0027,La Garita
21,166,0021,0029,El Paraíso
21,166,0015,0029,El Pedregal
21,085,0003,0137,El Aguacate
21,087,0005,0076,Santiago Mitepec
21,098,0005,0027,San Luis Tehuizotla
21,094,0029,0028,San José la Libertad
21,152,0015,0019,Colonia Benito Juárez
21,106,0002,0054,Santiago Coltzingo
21,166,0010,0014,Xoyatla
21,065,0009,0030,San José Buenavista
21,115,0026,0053,Ejido Palmarito
21,120,0002,002A,Colonia Cuitlaxtepec
21,153,0013,0035,Aquiles Serdán
21,154,0047,0066,Rancho el Laurel (El Laurel)
21,129,0003,0059,San José Axuxco
21,070,0011,0026,Tepanacitla (Guadalupe Tepanacitla)
21,074,0071,0097,Los Volcanes
21,169,0018,0035,Tula
21,175,0003,0028,San Baltazar Atlimeyaya
21,164,0015,0081,San Lorenzo Joya de Rodríguez
21,191,0007,0021,Zaragoza de la Luz
21,191,0003,0021,Guadalupe Tulcingo
21,113,0014,0059,Loma Bonita
13,016,0010,0027,Chacalapa
13,016,0024,0027,Las Puentes
21,071,0017,0076,Mesa de Capulines
21,010,0002,0085,San Sebastián Alcomunga
21,156,0100,0268,Colonia Guadalupe
21,114,0405,1088,Conjunto Campestre Haras
21,016,0020,0017,Pachuquilla
21,016,0015,0017,El Terrero
21,083,0062,0024,Almeya
21,069,0022,003A,Soledad Morelos
21,019,0071,0752,San Juan Tejaluca
21,194,0070,0038,Las Palmitas
20,545,0004,0030,Vigastepec
21,082,0007,0027,Santa Cecilia Clavijero
21,205,0013,0052,Llano Grande
21,177,0021,0287,Tecaltzingo
21,070,0031,0026,Álvaro Obregón (Barranca San Miguel)
21,206,0014,0011,El Rosario Xochitiopan
21,211,0004,0026,San José Buenavista
21,212,0021,0023,Rosa de Castilla
21,053,0018,0097,Loma Alta
21,063,0015,0036,San Manuel la Puerta
21,003,0017,0080,Tetelcingo
21,003,0019,0095,La Trinidad (Los Hobos)
21,031,0006,0028,Zaragoza
21,047,0026,0244,Centeocala
21,035,0003,0065,Chichiltepec
21,153,0008,0016,Santa Cruz Ajajalpan
21,034,0020,0034,Curitiba
21,157,0007,0068,Los Hornos de Zaragoza
21,043,0039,0029,Zacatipan
21,212,0027,0023,El Tepeyac
21,044,0032,0134,Texcal
21,045,0015,0095,Guadalupe Sabinal
21,099,0010,0077,Llano Grande Ixtapa
21,051,0025,0088,San Miguel Tecolacio
21,085,0032,018A,San Martín la Flor (La Flor Colorada)
21,074,0103,0218,Emiliano Zapata
21,053,0005,0097,Atlamaxac
21,053,0150,0082,Lázaro Cárdenas (Tzitla)
21,174,0045,043A,Sección 23
21,058,0037,0036,Teteltitla
21,058,0038,0021,Barrio del Corazón de Jesús Tercera Sección
21,058,0015,0021,San Miguel Calixitla (Miguel Hidalgo)
21,085,0009,0067,San José las Bocas
21,085,0010,0067,San Pedro Calantla
21,123,0007,0017,Pachoc
21,019,0052,0199,La Sabana (San Juan la Sabana)
21,185,0002,0024,Santo Domingo Ayotlicha
21,069,0004,003A,Champusco (Secundaria Técnica Número 4) [Escuela]
21,069,0015,003A,San Juan Bautista
21,069,0012,003A,El Progreso
21,070,0013,0026,Tochmatzintla
21,070,0009,0011,Quetzalapa (San Baltazar Quetzalapa)
21,008,0008,0015,Tenejaque
21,071,0015,0428,Ixhuacatla
21,071,0032,0057,Texcapa
12,070,0006,0192,Xihuitlipa
21,074,0112,0097,Primer Barrio
21,075,0004,0018,La Aurora
21,099,0011,0043,Puerta Cañada
21,099,0012,0043,San Antonio Soledad
21,071,0011,0428,Cuautlita
21,155,0007,0025,Quicayán
21,114,0513,1321,San Miguel la Venta
21,008,0006,0015,Laguna Seca
21,208,0069,004A,Las Lajas Primera Sección
21,208,0022,004A,Nanacamila
21,150,0002,0029,San Agustín Ahuehuetla
21,093,0023,004A,San Isidro
21,111,0009,0069,Cayhuapan
21,111,0026,004A,San Antonio
20,340,0006,0048,San Miguel Ixtápam
21,015,0094,0058,Edgardo Amilcar Campos [Colonia]
21,208,0072,004A,Metepec Primera Sección
21,141,0006,0015,San José Agua Zarca
21,147,0003,0042,La Concepción
21,170,0007,006A,Itzoteno (San Miguel)
21,208,0009,0092,Cuacuila
21,177,0028,0376,Tecoxtle
21,177,0018,0056,San Francisco Esperilla
21,049,0014,0022,San Lorenzo Tlaxipehuala
21,071,0021,0428,Papatlatla
21,186,0061,0036,Ilita
21,186,0026,0036,Pezmatlán
21,010,0038,0066,Moyotepec
21,213,0013,0016,Ocomantla
21,036,0016,001A,Xocotla
20,042,0002,0012,La Josefina
20,010,0042,0023,El Sardinero
20,010,0013,0023,Río Grande
20,427,0002,0022,Buenavista
20,010,0012,0057,Rincón Vaquero
20,010,0005,0042,Guiguba'
20,010,0010,0042,Nizaconejo
20,028,0042,0066,La Escalera
20,061,0002,0018,Santa María Velató
20,396,0003,001A,San Agustín Nuevo
20,469,0066,0094,La Luz Rahelle
20,469,0070,0094,Paso de Águila Copala
30,117,0028,0042,Paso Amapa
20,002,0020,0055,La Junta
20,021,0005,0027,Morelos
20,310,0019,0015,Jardines del Tepeyac
20,310,0044,0015,Cañada Grande [Colonia]
20,310,0020,0015,Piedras Negras [Colonia]
20,342,0012,0019,Rancho Viejo [Paraje]
20,385,0094,0020,Rancho Quemado [Paraje]
20,249,0003,0014,Boca del Río San Mateo
20,039,0007,0055,El Castillo
20,052,0004,0023,Las Majadas
20,418,0008,0095,San Cristóbal
20,418,0020,0095,Pochotillo
20,052,0009,0038,Colonia Marilú
20,059,0127,0062,San Felipe [Colonia]
20,534,0003,0018,San Isidro la Cañada
20,057,0019,0138,El Paguital
20,198,0117,0136,Plan de San Luis
20,012,0026,0013,El Alacrán
20,057,0026,0123,Donají
20,058,0003,0027,Agua Duende
20,206,0008,0021,Ciénega
20,206,0009,0021,Barrio Santiago
20,234,0013,0011,Peña Blanca
20,399,0029,0026,Perla de Antequera
20,045,0008,0014,Ex-Hacienda Catano [Fraccionamiento]
20,045,0003,0014,San Isidro Catano
20,102,0003,0012,San Isidro
20,308,0006,0017,Colonia San Diego
20,085,0010,001A,Quelové
20,085,0011,0043,San Francisco Loxicha
20,509,0015,0015,Piedra del Sol
20,494,0066,0025,Santiago Huaxolotipac
20,244,0013,0018,Inspectoría Independencia Guadalupe
20,126,0004,0033,San Lorenzo Mixtepec
20,126,0002,0033,San Agustín Mixtepec
20,266,0121,0015,Santa Catarina Jamixtepec
20,409,0002,001A,Güendulain
20,399,0002,0026,Montealbán
20,023,0010,0017,Manzano
20,526,0032,0035,Cañada de los Matus
20,277,0035,0076,San Sebastián de las Grutas
20,176,0003,0035,Estancia
20,338,0006,0020,Moctezuma [Colonia]
20,338,0003,0020,Santo Domingo Barrio Alto
20,278,0006,0088,La Candelaria
20,278,0020,0088,Las Margaritas
20,184,0393,0126,Raúl Ferrer [Colonia]
20,184,0071,0075,Zacate Colorado
20,184,0404,0094,Emiliano Zapata [Colonia]
20,184,0087,0111,Fuente Villa
20,484,0005,0014,Santa Ana Rayón
20,554,0002,003A,Chinantequilla
20,207,0010,0014,San José de las Flores
20,325,0021,0022,El Porvenir
20,198,0013,009A,Ocotal
20,205,0048,0077,Santa María la Nopalera
20,205,0030,0039,San Juan Evangelista
20,205,0037,0039,Santa Cecilia de Madero
20,205,0025,0081,Santiago Jalahui
20,190,0168,0142,Arroyo Venado
20,205,0023,0062,San Pedro Tres Arroyos
20,198,0005,0117,Boca del Monte
20,198,0014,0051,Paso Real de Sarabia
20,364,0022,0020,Santa María Yolotepec
20,202,0020,0022,Santa Rosa de Lima
20,213,0002,005A,Cieneguilla
20,336,0016,0011,San Martín Buenavista
20,399,0006,0026,La Soledad
20,188,0007,0021,Agua Fría
20,545,0003,0030,San Bernardino
20,206,0002,0021,Contlalco
20,229,0005,0030,Río de Talea
20,275,0025,0029,Margarita Huitepec
20,039,0064,0074,San Francisco Yosocuta
20,324,0237,0190,San Pedro Cafetitlán
20,043,0152,0202,Colonia San Isidro
20,043,0153,0185,Colonia San Vicente
20,043,0025,0202,Playa San Vicente
20,278,0095,0073,Loma Coyol San Martín
20,426,0002,0044,San José Contreras
20,426,0035,003A,Cañada de Espina
20,426,0016,003A,El Manzanito
20,266,0030,0049,Santa María Xadani
20,397,0013,0089,Llano de Guadalupe
20,110,0002,0014,Buenavista
20,133,0002,0019,Benito Juárez
20,269,0009,0036,Ignacio Zaragoza
20,269,0006,0036,Madero
20,277,0031,0112,San Cristóbal
20,277,0019,0095,San Isidro Ojo de Agua
20,277,0008,0061,Gulera
20,277,0061,0131,El Común
20,169,0005,0030,El Tepeyac
20,002,0058,0125,Colonia Josefa Ortiz de Domínguez
20,570,0020,0086,La Cumbre Clavellinas
20,338,0008,0020,Santo Domingo Barrio Alto [Parque Industrial]
20,033,0004,0013,La Resurrección [Paraje]
20,033,0003,0013,La Capellanía
20,307,0005,0109,El Coyul
20,307,0012,0109,Río Seco
20,307,0009,0109,Morro Ayuta
20,324,0235,0010,Los Naranjos Esquipulas
20,318,0042,0032,Puente San José
20,318,0012,0028,El Salitre
20,318,0007,0032,Los Limones
20,401,0099,0026,Nuevo Amanecer San Jacinto [Colonia]
20,325,0038,0018,San Pablo Lachiriega
20,324,0010,003A,San José Chacalapa
20,324,0052,003A,El Piste
20,324,0039,003A,Arroyo Zapote
20,324,0098,003A,La Lima [Barrio]
20,324,0125,0010,Carnizuelo
20,324,0029,0044,San Isidro Apango
20,324,0050,0044,Corcovado Petaca
20,324,0011,003A,Chepilme
20,324,0124,0078,Palotada (San Juan Palotada)
20,324,0030,003A,San Miguel Figueroa
20,324,0033,003A,Santa María Limón
20,324,0191,0044,Barrio Nuevo Chapingo
20,324,0137,0044,Nueva Chapingo [Colonia]
20,324,0208,0025,Lomas de San Pedro [Fraccionamiento]
20,439,0120,0061,Arroyo Tres
20,324,0195,0044,La Ciénega II
20,413,0050,0050,Huatunalco (Barra de Huatunalco)
20,325,0042,008A,Unión Juárez
20,327,0006,0099,Rincón Juárez
20,059,0012,0039,San Guillermo
20,059,0046,0043,La Estancia
20,059,0041,0043,El Zompantle
20,098,0027,0018,Guadalupe (Barrio Guadalupe)
20,334,0044,0106,Santa Rosa de Lima
20,517,0009,0017,Loma Larga
20,031,0007,0019,Tierra Blanca
20,059,0115,0081,Sitio de Lachidoblas
20,154,0003,0019,La Reforma
20,348,0016,0012,San Mateo Tunuchi
20,398,0002,0029,Guegovela
20,386,0081,0051,La Conchita
20,028,0018,0032,Santa Cruz Nexila
20,310,0013,0015,Arboleda
20,310,0005,0015,La Loma (Loma Grande)
20,310,0009,0015,Loma Bonita [Colonia]
20,310,0010,0015,El Vergel
20,310,0002,0015,Rancho de los Audelo
20,310,0050,0015,25 de Mayo
20,358,0004,0019,Rincón de Tlapacoyan
20,570,0011,0226,Valdeflores
20,271,0003,0015,Barranca Fierro
20,397,0101,0036,Cruz Llorada
20,397,0009,0055,Las Huertas
20,397,0012,0055,La Lobera
20,397,0102,0036,Arboleda
20,397,0068,0021,El Capulín
20,397,0111,0074,La Unión
20,397,0032,0021,Barrio de San Diego
20,397,0035,0021,Licenciado Adolfo López Mateos
20,127,0003,0011,Cabeza del Río
20,397,0023,0074,San Pedro
20,397,0053,0074,Ejido Ojo de Agua (El Vergelito)
20,397,0126,0074,Guadalupe [Colonia]
20,397,0029,0036,San Bartolo
20,397,0003,0055,Campo de Aviación
20,397,0004,0036,Cañada María (Primera Sección)
20,397,0125,0055,Colonia del Valle
20,401,0025,0011,San José el Quequestle
20,401,0021,0045,Ventanilla
20,401,0020,005A,Valdeflores
20,401,0002,0026,El Bajo
20,401,0018,005A,El Tomatal
20,439,0060,0023,La Culebra [Barrio]
20,401,0061,0030,El Salitrero
20,121,0006,0018,La Unión Reforma
20,407,0041,0104,Río Hamaca
20,413,0119,0031,Río Tangolunda (La Jabalina)
20,413,0116,0031,Colonia Vicente Guerrero
20,324,0230,0190,El Paraíso
20,413,0005,0031,Arroyo Súchil
20,166,0004,001A,Arroyo Frijol
20,166,0068,0024,Roberto Olivares Arellano
20,418,0005,0042,Llano Vería
20,039,0055,0089,San Sebastián Progreso
20,031,0008,0019,Tierra Caliente
20,439,0056,0038,Villa Unión
20,439,0026,0023,San Juanito o la Botija
20,439,0024,0019,San Francisco Cozoaltepec
20,439,0092,0023,Santa Elena el Tule
20,439,0042,0061,Frutilla
20,439,0034,0061,Rincón Alegre
20,324,0037,0025,Xonene
20,324,0084,0063,Playa Zipolite
20,466,0010,0054,Llano Verde
20,466,0008,0035,La Humedad
20,447,0019,0078,San Miguel
20,447,0018,0025,San Juan Viejo
20,447,0003,0010,San Felipe Atotonilco
20,516,0004,001A,El Hoyo
20,566,0008,0030,El Sabino
20,340,0003,0014,San Francisco Huapanapan
20,208,0083,0026,Mesón de Guadalupe
20,208,0009,0026,Mesón de Guadalupe Primera Sección
20,039,0012,0089,La Junta
20,467,0006,0066,Charco Nduayoo
20,044,0022,0093,Santa Sofía Monte Rosa
20,044,0068,0093,Santa Sofía Río Playa
20,469,0009,0060,Concepción Carrizal
20,073,0124,0057,Llano de Aguacate
20,073,0120,0057,San Miguel Copala
20,477,0003,001A,Coquito
20,277,0068,0108,El Carrizal
20,397,0109,0089,San Pedro Yosotatu
20,133,0007,0019,Ndoyonoyuji (Ciénega de Flores Amarillas)
20,507,0016,0010,Lagunillas
20,491,0007,0038,Recibimiento de Cuauhtémoc
20,439,0006,0057,Cerro Gordo
20,079,0030,0116,Colonia la Brecha
20,537,0019,0062,Santiago Patlanalá
20,365,0002,0028,Benito Juárez
20,549,0003,003A,Guadalupe de Cisneros
20,549,0041,003A,Antonio de León
20,559,0021,006A,Paso Nuevo la Hamaca
20,559,0056,006A,Miguel Hidalgo
20,002,0117,0089,Buenos Aires
20,021,0031,0027,Rancho Tablas de Reyes Carrizal (San Miguel)
20,021,0008,0027,Rancho Tablas Reyes
20,002,0005,0055,Aserradero Segundo
20,002,0210,006A,Los Huertos [Fraccionamiento]
20,278,0051,0020,Cerro de Agua Platanar
20,278,0068,0020,Playa Lecuona
20,567,0003,0038,Guadalupe del Recreo
20,567,0007,0023,Santa Cruz Vista Hermosa
20,570,0013,0071,Las Huertas
20,570,0006,0071,San Sebastián Río Dulce
20,570,0012,0071,Las Juntas
20,555,0003,0018,Santa María Roaló
20,570,0008,0103,Santa María Vigallo
20,123,0003,0027,San Jerónimo Tititlán
20,010,0002,0023,Almoloya Bajo (Estación Almoloya)
20,010,0018,0042,La Haciendita
20,010,0048,0023,Llano Redondo
20,010,0003,0023,Almoloya de Gutiérrez
20,085,0034,0043,El Recuerdo
20,509,0009,002A,San José Piedras Negras
20,028,0002,0051,El Arrogante Justo Benítez
20,396,0002,001A,Llano de Agua
20,041,0124,0034,Santa Catarina Buenavista
20,406,0038,0041,Zongolica
20,015,0005,002A,Tepehuaje
20,510,0010,0016,Reyes Ixcatlán
20,026,0009,0038,Iturbide
20,043,0208,0185,10 de Abril [Colonia]
20,043,0222,0185,Las Palmas [Fraccionamiento]
20,435,0005,001A,Mosquito Blanco
20,517,0003,0017,Río Ramal
20,293,0009,0027,La Borcelana
20,293,0004,0027,San Sebastián
20,557,0033,007A,14 de Febrero [Colonia]
20,039,0034,006A,Las Campanas
20,039,0038,006A,FIDEPAL (Colonia Lázaro Cárdenas del Río)
20,039,0059,006A,Colonia Buena Vista
20,039,0063,0055,Reforma Agraria
20,039,0002,0055,Acatlima
20,039,0009,0055,Dolores
20,039,0016,0055,Rancho Ramírez
20,441,0041,0021,Nueva Vida [Colonia]
20,184,0123,0164,La Unión
30,169,0032,0072,La Guadalupe
20,397,0016,0036,Nueva Reforma
20,397,0110,0089,Santo Domingo Huendío
20,110,0006,0014,Yosocahua
20,184,0117,0183,Pueblo Nuevo Ojo de Agua
20,483,0002,0021,Santa Cruz Lachixolana
20,077,0003,0018,San Lázaro Etla
20,178,0002,0010,Asunción Etla
20,178,0011,0010,Santa Catarina [Paraje]
20,492,0024,0035,Guadalupe Llano de las Avispas
20,006,0014,0069,Santiago Mitlatongo
20,028,0008,0032,La Noria de Ortiz
20,072,0002,0011,Lachilana
20,427,0026,0111,Las Flores
20,427,0006,0018,La Princesa (El Polvorín)
20,427,0025,0111,El Bajío
20,427,0031,0022,Llano Suchiapa
20,185,0008,002A,La Culebra
20,207,0030,0029,La Esperanza
20,301,0002,0054,Colonia Guadalupe
20,198,0112,0028,Nuevo Brena Torres
20,198,0025,0028,Brena Torres
20,207,0006,0086,La Mixtequita
20,207,0088,0086,La Soledad
20,207,0025,0029,San José de los Reyes el Pípila
20,207,0049,0071,Tierra Nueva
20,207,0050,0086,Lázaro Cárdenas
20,207,0079,0086,La Palestina
20,207,0024,0029,12 de Julio
30,091,0085,0171,Juan de la Luz Enríquez
20,198,0089,0117,La Zacatera
20,325,0023,0075,La Mancornada
20,351,0002,0018,Río Anona
20,289,0003,001A,Bramaderos San Nicolás
20,351,0008,0018,La Estancia
20,351,0010,0018,Barrio Oriente
20,015,0004,0034,Las Salinas
20,059,0108,0062,Parada San Antonio
20,059,0005,0077,Cerro Gordo
20,059,0011,0058,San Felipe Yegachín
20,061,0007,0018,Los Pocitos Monjas
20,059,0100,0062,La Labor del Rosario
20,549,0009,0063,San Isidro Zaragoza
20,525,0005,0080,Huanacastal
20,330,0024,0018,Los Pinos [Colonia]
20,098,0013,0022,Colonia Constitución
20,399,0008,0026,La Cañada
20,387,0002,0025,La Barda Paso de Piedras
20,397,0048,006A,Los Ángeles
20,469,0018,0107,La Brama Paraje Pérez
20,037,0020,0027,La Soledad
20,188,0020,0017,La Soledad
20,028,0020,0051,El Saúz
20,403,0012,0016,Paraje Campo Lucero
20,403,0003,0016,Paraje Loma de Lucero
20,259,0002,0010,La Luz Tenexcalco
20,073,0116,0080,El Carrizal de Galeana
20,452,0003,0025,San Sebastián Ocotlán
20,404,0002,0013,San Agustín Montelobos
20,124,0018,0062,Tierra Blanca
20,130,0002,0021,Huamúchil
20,068,0003,0038,La Chilaíta
20,481,0007,0012,Yucubey de Cuitláhuac
20,330,0012,0022,Santo Domingo del Río
20,494,0002,0025,El Portezuelo
20,274,0005,0017,Río Minas
20,027,0003,0016,La Concepción
20,339,0027,0028,Santo Domingo Tlachitongo
20,143,0063,0049,Cachimbo
20,141,0003,0097,Puerto Estero
20,141,0101,0044,Primera Sección
20,141,0075,0059,Colonia 12 de Abril
20,143,0038,0049,20 de Noviembre
20,141,0085,0044,Colonia Villanueva
20,141,0100,0044,El Vergel del Maíz
20,141,0099,0114,Santa Rita
20,141,0106,0114,Puerto Grande
20,184,0039,0179,El Paraíso Zacatal
20,011,0002,0016,San Antonio o las Mesas
20,318,0010,0028,La Reforma
20,460,0004,0065,San Juan del Río
20,205,0027,0039,Yogope
20,205,0022,0039,San Miguel (La Paz)
20,039,0065,0074,Saucitlán de Morelos
20,455,0003,0012,Santa Catarina Estancia
20,403,0008,0016,Proyecto 2000 [Fraccionamiento]
20,171,0040,0024,Cerro Palmera
20,214,0002,0023,Maninaltepec
20,176,0004,0016,Río Blanco
20,177,0007,0066,San José del Chilar
20,232,0019,0040,Cerro de Oro
20,166,0010,001A,Cerro Flores
20,184,0048,0145,Rodeo Arroyo Pepesca
20,417,0063,0011,El Manantial
20,166,0017,0024,Leyes de Reforma
20,044,0009,0110,Desparramadero
20,184,0055,0111,San Miguel Obispo
20,190,0017,0104,Nuevo Cerro Mojarra
20,190,0020,0053,El Porvenir
20,207,0081,0029,Los Raudales
20,205,0002,0039,Arroyo Blanco
20,205,0012,001A,Colonia Morelos
20,205,0017,0062,San Jorge el Porvenir
20,205,0005,0024,Arroyo Plátano
20,198,0110,0028,Arroyo Lirio
20,207,0034,0156,La Nueva Esperanza
20,469,0042,0022,Tinuma de Zaragoza
20,469,0106,0060,Laguna Guadalupe Yucunicoco
20,469,0116,0022,Santo Domingo del Progreso
20,210,0009,0024,Santo Domingo Yosoñama
20,210,0012,0024,San Pedro Yosoñama
20,210,0025,0024,Pueblo Nuevo
20,210,0004,001A,Sabinillo
20,210,0015,0024,San Isidro Yosoñama
20,097,0003,0010,Santo Domingo Yojovi
20,217,0003,0010,Monte Frío
20,565,0037,0048,Ninguno
20,068,0015,0038,San Pedro Guegorexe
20,399,0028,0026,La Cañadita
20,399,0023,0026,Loma de la Virgen [Paraje]
20,399,0040,0026,La Cazahuatera
20,298,0004,0038,Unión Zapata (Loma Larga)
20,039,0019,0074,San Miguel Papalutla
20,520,0004,0012,San Juan Reyes
20,242,0006,0028,Guadalupe
20,016,0007,0012,La Trinidad
20,255,0003,0011,San Isidro (Agua de Lobo)
20,266,0010,0053,Copalita la Hamaca
20,266,0014,0053,El Granadillo
20,266,0016,002A,Llano Jícara
20,407,0008,0392,Santa Inés
20,028,0011,0047,Los Ocotes
