CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,NOMGEO
13,037,0031,0027,El Pedregal de Zaragoza (El Pedregal)
13,037,0032,0099,El Pirú Tepozotlán (El Pirú)
13,045,0012,0014,Vicente Guerrero
13,045,0002,0014,Agua Fría
13,045,0023,0014,Santa Elena
13,045,0019,0014,Puentecillas
13,031,0011,0019,Los Duraznos
13,023,0006,0017,Doctor José G. Parres
13,023,0005,0017,Dengantzha
13,041,0046,0015,El Colorado
13,065,0002,0017,Juandhó
13,067,0004,0011,Santa María Batha
13,067,0013,0011,El Tinaco
13,022,0092,001A,El Rialejo
13,022,0091,0024,Xochihuacán [Fraccionamiento]
13,022,0019,0024,San Miguel Nopalapa
13,048,0248,0020,Colonia del Valle
15,036,0011,0090,Tianguistongo
13,062,0015,0034,El Naranjal
13,062,0061,0034,Soyuco
13,006,0007,004A,Cerro Azul
13,030,0046,005A,El Tablón
13,030,0002,0045,El Alberto
13,054,0040,0051,Xuchitlán
13,041,0011,0119,Tepeitic
13,081,0005,0010,La Cumbre de Alumbres
13,037,0069,0027,San Antonio Tlaxco
13,039,0003,0017,Ciénega Larga
13,022,0037,001A,San José Chavarría
13,083,0135,0072,Nueva Esperanza
13,041,0007,0015,Morelos (El Nueve) [Colonia]
13,054,0024,0121,Tothie de Rojo Gómez
13,012,0011,0066,Montecillos
13,012,0006,0066,La Cruz (Barrio de la Cruz)
13,012,0038,0066,Agua Limpia
13,012,0037,0066,Tezahuapa
13,024,0002,0029,Aguacatitla (El Campamento)
13,024,0027,0048,San Miguel Regla
13,024,0022,0014,San Bartolomé (San Bartolo)
13,001,0061,0039,El Cerrito
13,024,0088,0033,San Juan Tlaxocoyucan
13,024,0017,0033,El Peral
13,024,0038,0033,Tlaxocoyucan
13,025,0060,0011,La Puerta
13,025,0018,0011,Chalingo
13,025,0069,0045,La Loma
30,055,0012,0048,Chapopote Chico (Tlachinolapa)
13,011,0029,004A,San Isidro
13,028,0062,0047,Machetla
13,027,0050,0020,Río Beltrán
13,027,0020,0020,Juntas Chicas
30,083,0058,0057,Poza Grande
13,028,0030,0047,Contépec
13,046,0099,0030,El Carrizal
13,028,0013,0051,Aquixcuatitla I
13,026,0041,0019,La Ceiba
13,028,0076,0047,Buena Vista
13,059,0020,0058,Ninthí
13,059,0033,0024,San Miguel Caltepantla
13,067,0012,0011,Tenango
13,030,0011,0011,Cuesta Colorada
13,015,0018,002A,El Potrero
13,044,0008,0017,Cuaxithi
13,044,0031,0036,La Siempreviva
13,017,0012,0039,San José el Marqués (Escandón)
13,017,0013,0039,Nueva Santa Lucía
13,044,0007,0021,Los Cerritos
13,024,0025,0014,San José Ocotillos
13,024,0036,0048,San Lorenzo el Zembo
13,028,0106,0013,Xochitzintla
13,028,0028,0013,Cochiscuatitla las Chacas
13,028,0075,0047,Poxtla Coacuilco
13,038,0032,001A,La Laguna [Barrio]
13,052,0076,0023,Banús
13,052,0004,0023,La Concepción
13,052,0077,0023,Paseo de los Solares
13,052,0014,0023,Santa Catarina
13,052,0052,0038,Nueva Tlaxiaca
13,048,0149,0016,Camelia (Barrio la Camelia)
13,052,0070,0023,La Loma
13,003,0007,0029,Cañada Chica Antigua
13,003,0004,0029,Boxaxni
13,054,0017,0117,Poxindeje de Morelos
13,055,0004,0010,Cerritos
13,055,0013,0044,Patria Nueva
13,030,0050,005A,Cañada Chica
13,054,0013,0013,Lagunilla
13,055,0016,0059,Xitzo
13,055,0009,0025,Hermosillo Monte Noble
13,030,0096,005A,Ex-Hacienda de Ocotza
13,055,0015,003A,El Sitio
13,077,0113,0164,Tollancingo
13,016,0035,0205,Tezoquipa
13,077,0071,0164,Pedregal de San Francisco
13,077,0098,0164,San Francisco
13,022,0004,001A,El Guajolote
13,022,0010,001A,El Nopalillo
13,057,0002,002A,Alfajayucan
13,057,0024,002A,El Susto
13,056,0003,015A,Las Lajas
13,057,0060,0015,Las Palomas
13,057,0033,0053,Texcaltitla
13,057,0185,0015,Las Palomas Segunda Sección
13,056,0004,015A,Los Romeros
13,057,0008,002A,Cuatro Palos
13,057,0007,002A,La Comunidad
13,057,0026,002A,El Cebadal
13,059,0028,0058,El Salto
13,058,0025,0031,Tetzhú
13,006,0037,0020,La Vega
13,058,0004,0027,Caltimacán
13,059,0007,0077,Bomanxotha
13,059,0100,0024,La Cruz de Piedra
13,059,0086,0077,El Crucero
13,006,0030,0016,San Antonio Tezoquipan
13,059,0011,0024,Cuamxhi
13,059,0029,0043,San Antonio
13,061,0003,0022,Los Cides
13,042,0007,0012,Cuxhuacan
13,063,0018,0027,Santiago Tlautla
13,076,0021,0063,San Lucas Teacalco
13,076,0061,0063,Nueva Santa María [Colonia]
13,063,0015,0012,Santa María Magdalena
13,063,0004,0012,Cañada de Madero
13,076,0074,0063,Jardines de San Miguel
13,063,0017,0027,Santiago Tlapanaloya
13,063,0101,0031,Tepeji [Parque Industrial]
13,064,0006,0024,La Loma
13,017,0022,0024,Zimapantongo
13,064,0003,001A,General Pedro María Anaya
13,076,0004,0010,Xiteje de Zapata
13,076,0018,0025,San Francisco Bojay Pueblo
13,041,0035,002A,3 de Mayo [Colonia]
13,026,0039,0019,Tlamamala
13,026,0013,0019,Chiatipán
13,064,0014,0024,El Retiro
13,010,0032,0324,Tula [Parque Industrial]
13,074,0004,0016,Teocalco
13,076,0101,0044,El Crestón
13,013,0002,0044,San José Acoculco
13,063,0052,0031,Presa Escondida
13,063,0047,0031,Presa Escondida 2da. Sección Hacienda la Nopalera
13,063,0099,0031,Amanali
13,002,0034,0017,San Martín
13,035,0007,0022,Acocul Cebolletas
13,080,0029,0013,Crisolco
13,014,0020,0018,Tula
13,042,0026,0027,Molocotlán
13,042,0012,0027,Malila
13,036,0015,0015,Tuzanapa
13,083,0130,0068,El Mirador Sexta Sección
13,083,0015,002A,San Agustín Zapotlán
13,031,0020,0057,Minas Viejas
13,084,0002,0027,Las Adjuntas
13,084,0180,0084,Los Pilares
13,084,0039,0084,Plutarco Elías Calles (Santiago)
13,084,0099,0084,Cruz Pinta
13,084,0090,0050,El Álamo
13,084,0132,0065,Tlalpan
13,084,0133,0065,El Tule
13,084,0005,0101,Álvaro Obregón (Temuthe)
13,084,0004,0084,Aguas Blancas
13,084,0003,0101,El Aguacatito
13,084,0027,0065,Lázaro Cárdenas (Remedios)
12,001,0129,1973,Los Órganos de San Agustín (El Quemado)
20,242,0049,0032,La Joya Peras (Tivaá)
17,017,0010,0164,El Zapote
12,014,0011,009A,Llano Real (El Dorado)
12,035,0003,0634,Colonia Álvaro Obregón
12,026,0013,0090,San Luis
12,025,0012,0197,El Líbano
12,041,0075,0222,Xkua Xtuti
12,041,0124,0222,San Juan de las Nieves
12,062,0009,0222,El Limón Guadalupe
12,050,0011,019A,Placeritos
12,070,0005,0224,Tehuaxtitlán
12,051,0010,0229,Huehuecoyotla
12,061,0019,0210,Zoquiapa
12,074,0017,0238,Topiltepec
12,029,0026,0726,Amojileca
12,058,0324,0380,Nueva Esperanza
12,029,0097,0779,Colonia General Heliodoro Castillo (Chicahuales)
12,013,0049,0143,Quetzalapa
12,055,0040,0374,San Miguel Guerrero (San Miguel)
12,048,0220,0609,Barra de Potosí
12,036,0024,0063,Chimalapa
12,081,0025,0020,San José Vista Hermosa
12,060,0037,0177,Tepacoya
12,055,0118,0389,Minas Viejas
12,035,0197,0598,Colonia Ernesto Che Guevara (La Che Guevara)
12,035,0002,0598,Ahuehuepan
12,001,0242,2045,Bella Vista Papagayo
12,001,0695,1992,El Progreso de Cacahuatepec
12,048,0645,0632,Arroyo Verde
12,048,0068,0632,Coyuquilla Norte
12,034,0007,0228,Atetetla
12,035,0017,062A,Rancho del Cura
12,059,0015,0316,San Miguel Tecuiciapan
12,044,0053,021A,La Villita
12,003,0033,033A,Nanche Colorado (El Nanche)
12,004,0014,0125,Petlacalancingo
12,003,0042,0325,San Jerónimo el Grande
12,072,0064,0271,Llano Pericón
12,072,0120,0271,Villa de Guadalupe
12,072,0005,0271,Ayotoxtla
12,032,0075,0350,Puerto Gallo [Campamento]
12,011,0336,0280,Villa del Carmen
12,066,0030,0255,Xalatzala
12,004,0003,0093,Ahuejutla
12,066,0028,0255,Tototepec (Yozononi)
12,009,0004,0047,Cuautipan
12,043,0015,0299,Juanacatlán
12,066,0003,0255,Alpoyecancingo
12,073,0113,0438,La Parota
12,043,0010,034A,Chilixtlahuaca
12,028,0208,0324,Buena Vista de las Pilas
12,077,0007,009A,La Ceniza (Loma de Romero)
12,001,0297,1992,El Arenal
12,052,0107,0387,Cruz Alta
12,081,0041,0020,13 de Septiembre
12,045,0029,0293,Las Juntas
12,054,0113,0292,El Remance
12,003,0038,0306,San Antonio de los Libres
12,022,0473,0710,Los Bayados
12,058,0297,0412,Miahuatepec
12,064,0009,0265,La Montaña
12,064,0018,0265,El Tamarindo del Río
12,058,0036,0408,Cruz Blanca
12,007,0104,0184,El Varal (El Brinco)
12,052,0096,0387,Mixtecapa
12,052,0106,0387,Barrio de Guadalupe
12,056,0052,0259,El Zanate
12,036,0008,0082,La Reforma
12,036,0019,0082,El Capulín
12,036,0012,0078,La Victoria
12,035,0015,0615,Platanillo
12,017,0011,0091,El Machito de las Flores
12,011,0056,0257,La Remonta (La Remonta Grande)
12,011,0089,0312,Junta de los Ríos (Las Juntas)
12,011,0147,0327,Colonia Vicente Guerrero
12,073,0105,0508,Pandacuareo
12,006,0070,0276,Pueblo Nuevo Santa María
12,042,0017,022A,Xicomulco
12,018,0023,0065,Las Peñas
12,008,0041,0143,San Juan Teocalcingo
17,025,0004,0128,Coaxitlán
12,029,0030,0904,Carrizal de la Vía
12,017,0014,0087,El Municipio (Tijuanita)
12,017,0055,0091,Colonia Vicente Guerrero
12,032,0057,0350,Ojo de Agua (Ojo de Agua del Progreso)
12,032,0042,0350,Izotepec
12,048,0309,0613,Puente del Tuzal
12,039,0044,0205,San Juan del Reparo Norte (San Juan del Reparo)
12,039,0045,0205,San Juan del Reparo Sur (San Juan del Reparo)
12,039,0056,0205,Chacalapa de Bravos
12,001,0493,2045,La Arena
12,053,0045,0399,Palomar de las Flores
12,055,0054,0410,Temaxcalapa
12,075,0002,0358,Ahuelicán
12,007,0111,0201,La Concordia
12,028,0168,0288,El Pinoral
12,062,0008,0237,Jicayán de Tovar
12,076,0048,0020,El Capulín
12,076,0052,0020,Loma Maguey
12,076,0056,0020,Zilacayota
12,076,0139,0020,Laguna Seca
12,076,0078,0020,El Tejocote
12,012,0092,017A,Plan de Gatica
12,012,0163,017A,Ciénega del Sauce
12,024,0014,0151,Cuescomapa
12,062,0065,0241,San José
12,010,0108,0137,Vicente Guerrero
12,076,0006,0020,Apetzuca
12,076,0043,0020,Zontecomapa
12,076,0046,0020,Agua Fría
12,076,0065,0020,Lázaro Cárdenas
12,076,0069,0020,El Mirador
12,076,0070,0020,Puerto Buenavista
12,076,0072,0020,Tierra Colorada
12,076,0113,0020,Yerba Santa
12,076,0060,0020,Barranca Mina
12,076,0010,0020,Barranca Pobre
12,076,0041,0020,Xilotlancingo
12,073,0136,0442,La Quiringucua
11,007,0704,0071,Villas de Elguera [Fraccionamiento]
11,007,0135,0014,Presa Blanca
11,007,0742,0014,Cuadritos [Parque Industrial]
11,007,0245,0033,La Trinidad
11,007,0078,0014,Los Aguirre
11,007,0156,0014,San Isidro de la Concepción
11,005,0313,0077,El Grande [Parque Industrial]
11,007,0121,0029,San José de Mendoza
11,007,0164,0029,San Luis Rey
11,009,0012,0273,Guadalupe (San Antonio de Guadalupe)
11,007,0155,0029,San Isidro de Elguera
11,011,0050,0021,Santa Fe de la Purísima
11,044,0206,0037,El Tajo del Parral (Tenería de Valdez)
11,007,0746,032A,Ferropuerto del Bajío [Parque Industrial]
11,007,0091,0315,La Cruz
11,008,0232,0030,Santa María de Bolaños
11,008,0004,0045,Ex-Hacienda de Atotonilquillo
11,008,0312,0079,Rancho Nuevo de Cerritos
11,009,0026,0038,Nopalera
11,009,0042,0080,San Jerónimo
11,009,0029,0038,Orduña de Abajo
11,014,0813,0146,San Diego del Llanito
11,014,0004,0201,Adjuntas del Río
11,014,0109,0201,Guanajuatito
11,014,0125,017A,Jamaica (San Miguel de Jamaica)
11,019,0073,0034,El Rosario
16,031,0075,0027,Fracción Salitrillo [Ejido Nuevo Coroneo]
11,011,0056,0089,El Zapote
11,011,0017,0017,Valencia de Fuentes
11,011,0027,0017,Manantiales
11,015,0261,0251,Cerrito Frío
11,017,0851,0044,Castro del Río [Parque Industrial Castro del Río]
11,012,0052,0052,La Regalada
11,012,0017,0052,Platanar
11,012,0099,0052,Colonia Linda Vista
11,012,0054,0029,Ejido Luz Mazas
11,012,0129,0029,Unidad José Camacho
11,013,0055,0030,San Agustín
11,013,0038,0011,Las Palmitas
11,033,0433,0230,La Laguna
11,032,0152,0040,Fátima
11,029,0083,0079,Ranchito de los Hernández
11,014,0873,0057,San Nicolás de la Presa
11,014,0052,0061,Cerrito de Esteban
11,014,0881,0061,Ejido San José de Badillo
11,014,0249,0042,El Refugio de Trancas
11,014,0809,0057,Carretera a Guanajuato Kilómetro Uno (El Panteón)
11,014,0880,0057,Colonia el Cedro
11,037,0699,0028,Puerto Interior
11,037,0089,0028,El Refugio de los Sauces
11,020,0529,0942,Estación Trinidad
11,026,0446,0039,Fraccionamiento Campestre Lomas del Sur
11,031,0050,0081,Santa Rita (Puerta de Santa Rita)
11,031,0297,0081,Santuario de Santa Rita [Residencial Campestre]
11,031,0028,0081,El Lindero (El Lindero Viejo)
11,031,0049,0081,Plan Libertador (El Quemado)
11,031,0014,0081,El Desagüe
11,037,0652,0028,Lomas del Sur
11,020,1461,0942,PILBA [Parque Industrial]
11,041,0061,0054,Bugambilia
11,021,0014,0013,Las Peñas
11,022,0040,0063,Jesús María
11,023,0125,0018,Guayabo de Ruiz
11,023,0399,0056,Tarengo de Parras
11,023,0113,015A,La Gavilana
11,023,0333,0130,Viborillas de Suárez
11,023,0492,015A,Miravalle
11,023,0073,015A,Corrales de Rábago
11,017,0154,0059,San Juan Temascatío
11,027,0055,0040,Cruces
11,027,0067,0017,El Estanco
11,027,0155,0055,El Terrero
11,027,0117,0021,Los Razos de Ancón
11,027,0099,0036,La Ordeña
11,035,0008,0038,El Carmen de Arriba
11,027,0050,0055,El Coecillo
11,027,0059,0483,El Divisador
11,028,0137,0090,La Lomita de San José del Carmen
11,039,0026,0018,Panales Jamaica (Cañones)
11,028,0033,0160,Ojo de Agua de Ballesteros
11,002,0063,0018,San Agustín
11,002,0056,0018,Providencia de San Agustín
11,028,0078,0160,Presa de San Juan
11,028,0140,0086,El Marquesado
11,014,0674,0019,Carboneras
11,014,0361,0023,Las Yerbas
11,002,0104,0018,Puerto Ferrer
11,002,0012,0018,La Concepción
11,039,0014,0060,La Esperanza
11,039,0060,0056,Providencia de la Esperanza
11,030,0071,014A,Chirimoya (Estación Chirimoya)
11,030,0767,014A,La Esperanza
11,021,0021,0013,La Soledad
11,043,0058,0097,Panales
11,043,0045,010A,Milpillas de Santiago
11,045,0011,0068,San Miguel de las Casitas
11,045,0029,0068,Puerto de Milagro
11,043,0084,0097,Tasajillo
11,027,0143,0248,Santa Catarina de Peña
11,027,0114,0248,Godoy
11,044,0095,0018,Rivera del Río
11,030,0765,0135,Ejido Hernández Álvarez
11,001,0058,0025,Estación Joaquín
11,001,0248,0044,Miraflores
11,001,0247,0044,San José de González
11,001,0073,0025,Marfil
11,001,0175,0078,La Tinaja de Negrete
11,016,0017,0032,Paso de Carretas
11,002,0028,0037,Jaral del Refugio
11,039,0081,0056,El Fénix
11,033,0141,0118,Los Pirules
11,033,0203,0207,San Nicolás del Carmen
11,033,0778,0207,San Ignacio
11,003,0132,002A,Los Juárez
11,003,0055,0034,El Carmen
11,003,0070,0157,Clavellinas (Clavellinas Coyotes)
11,003,0240,0015,Los Ricos de Abajo
11,003,0015,0053,Santuario de Atotonilco
11,014,0729,0216,La Luz
11,003,0236,0015,Rancho Viejo
11,003,0576,0142,San Valente
11,003,0104,0231,Fajardo de Támbula
11,003,0996,0142,San Miguel [Polígono Empresarial]
11,003,0539,0142,Zirándaro [Fraccionamiento]
11,034,0032,0026,El Tablón
11,043,0076,0097,Salitrera
11,035,0041,0038,Ojo de Agua de Otates
11,035,0027,0042,Jaralillo
11,035,0080,0023,La Tinaja
11,035,0023,0080,Guadalupe
11,020,0424,0942,San José del Resplandor (El Capricho)
11,020,0412,0088,El Ramillete
11,020,0267,0942,Los Arcos
11,020,1112,0957,Colonia Maravillas
11,027,0035,0267,Buenavista de Valtierra
11,001,0221,0025,San Rafael de Horta
11,001,0056,0025,Horta (San Antonio de Horta)
11,001,0171,003A,Soledad de Negrete
11,002,0003,0145,Agua Caliente
11,002,0023,0037,Gaytán del Refugio
11,002,0022,0075,Los Fresnos
11,002,0006,0198,Arroyo de la Luna
11,002,0050,0060,Las Partidas
11,002,0067,0060,San Diego de Alcalá (Hacienda de San Diego)
11,002,0046,0179,Pantaleón
11,003,0103,0227,Fajardo de Bocas
11,002,0106,0075,Las Trancas (Los Milagros)
11,003,0210,0049,Presita de Santa Rosa
11,003,0975,0053,Otomíes
11,003,0368,0208,Presa Allende
11,003,0587,0053,Esperanza
11,004,0081,0050,El Talayote
11,004,0014,0065,Cerro Prieto
11,005,0309,0062,Amexhe [Parque Industrial]
11,005,0011,0062,Coachiti
11,004,0038,0012,Marroquín
11,006,0016,0040,El Mezquital
11,003,0035,0212,Calderón
11,003,0274,0195,San Isidro de la Cañada de la Virgen
11,009,0167,0080,Viñedos de San Miguel [Fraccionamiento]
11,003,0024,0208,Begoña del Progreso
11,003,0105,0180,Flores de Begoña
11,003,0195,0180,Pantoja
11,003,0991,0227,San José de la Posta
11,007,0107,0033,Jáuregui
11,015,0026,0266,Cajones
11,015,0104,0270,San José del Rodeo
11,001,0040,0078,Las Estacas
11,029,0024,0064,El Colorado
11,029,0076,0064,Puerta de Marcial (San Isidro de la Cruz)
11,029,0134,0098,Zacatequillas
11,046,0036,0120,El Moral
11,046,0063,0120,Colonia San Antonio
16,071,0054,008A,Santa Clara
11,014,0089,0201,La Erre
11,017,0844,0063,Las Presitas
11,026,0424,0039,El Tejamanil
11,017,0178,0059,La Trinidad de Temascatío
11,017,0847,0044,Apolo [Parque Industrial]
11,017,0119,0044,Purísima de Temascatío de Arriba
11,017,0873,0311,Los Pinos
11,017,0124,0294,Ejido del Refugio (Los López)
11,027,0151,0286,Sotelo
11,018,0011,0018,Los Llanitos (El Ranchito)
11,019,0087,0049,San Juan de Peña
11,019,0081,0068,San Antonio de la Presa (El Fresno)
11,019,0053,0053,Ojo de Agua de Mendoza
11,019,0084,002A,San Ignacio (San Ignacio Mártir)
11,019,0029,002A,El Fresno
11,020,0335,0035,Hacienda Arriba (San José de la Concepción)
11,020,0340,004A,Ibarrilla
11,020,0389,004A,Ojo de Agua de los Reyes
11,037,0227,0013,Mangas de la Estancia
11,020,0365,0938,Malagana (San Antonio del Monte)
11,020,1222,0938,San Isidro de las Colonias
11,020,0990,0957,Campo Verde
11,020,1131,0957,Campestre Primavera
11,022,0048,0025,El Mezquite
11,022,0083,0078,La Tinaja
11,017,0547,0311,El Capulín de Yóstiro
11,031,0293,001A,Cañada de Soto
11,020,0409,0088,Puerta del Cerro
11,025,0097,0012,Colinas del Real
11,025,0030,0046,San Andrés (San Andrés de Jalpa)
11,037,0664,0121,La Deportiva
11,020,1384,0961,Fraccionamiento Campestre Lomas del Sur
11,031,0041,0109,La Muralla del Cadillal
11,027,0147,006A,Santo Domingo
11,042,0113,0028,San Manuel Quiriceo
11,027,0156,0267,La Tinaja
11,027,0487,0248,Rancho los Ramírez (Fracción el Divisador)
11,027,0136,006A,San Juan de Razos
11,029,0155,0098,Ex-Hacienda Noria de Alday
11,029,0175,0098,El Cerrito
11,030,0219,0239,San Isidro de Capellanía
11,030,0787,0258,El Vergel y Anexos
11,029,0069,0098,Pozo Ademado
11,029,0033,0064,La Granja
11,007,0423,032A,Condominio Campestre las Huertas
11,039,0020,0022,Llano Grande
11,039,0012,0060,La Cuesta
11,039,0089,0060,Loma Bonita (El Cerrito)
11,007,0176,032A,Santa Rosa de Lima
11,030,0229,0031,San José del Rayo
11,030,0289,0046,Miguel Hidalgo (Cueritos)
11,030,0147,0135,Las Negritas
11,045,0019,0049,La Laja
11,042,0007,0085,El Borrego
11,046,0028,0046,Laguna Prieta
11,042,0069,0102,Potrerillo de Torres
11,042,0074,0102,Puerta de Andaracua
11,042,0083,0102,Rancho Viejo de Torres
11,042,0010,0102,Cahuageo
11,046,0078,0027,San Vicente Ciénega
11,046,0108,0012,El Pastor
11,046,0043,0012,Palo Alto
11,046,0020,0027,Cuerunero
11,046,0002,0135,Agua Fría
16,054,0003,0021,La Cruz del Niño
11,041,0015,0054,Lagunilla del Encinal
11,022,0244,0114,San José del Carmen Sur
11,030,0200,0224,El Rosario (La Liebre)
11,030,0023,0243,San José de los Barcos
11,031,0068,0081,San José de la Calera
11,020,0410,0088,Puerta de San Germán (Morelos)
11,031,0058,0109,San Antonio de Funes
11,008,0035,0030,Charco Prieto
11,031,0090,0081,Fraccionamiento Pedregal de San Juan
11,031,0066,0109,San Isidro de los Palominos
11,031,0009,0081,California
11,031,0006,001A,Arroyo Seco
11,032,0078,0021,El Colorado
11,032,0028,0021,Cruz de la Maza
11,033,0394,0230,Derramadero Segundo (Infiernillo)
11,032,0045,0017,El Huizache de Galomo
11,032,0322,0017,Nuevo Cinco de Mayo
11,013,0032,0030,Morisquillas
11,032,0032,0021,La Escondida
11,032,0064,0021,La Palmita del Cinco de Mayo
22,014,0071,0017,Ojo de Agua
22,014,0180,0017,El Rincón de Ojo de Agua
11,032,0080,0055,Rancho Nuevo
11,032,0041,0040,Guadalupe (Hacienda de Guadalupe)
11,032,0061,0074,Ojo de Agua del Refugio
11,033,0129,018A,Nuevo Paso de Vaqueros
11,033,0529,0118,San Pedro
11,035,0035,0080,San Antonio de Morales
11,035,0014,0038,Emiliano Zapata
11,035,0062,0038,San José de las Pilas
11,035,0019,0038,Las Fuentes
11,028,0021,0048,Gervacio Mendoza
11,020,1456,0957,Advance Puerto Interior
11,020,0439,0957,San Isidro de los Sauces
11,020,0682,0957,Los Olivos (El Nuevo Paraíso)
11,037,0698,0850,Las Colinas [Parque Industrial]
11,026,0015,0039,El Escoplo
11,037,0489,0121,San Francisco Puerta Grande (Granja Médico)
11,037,0086,0121,San Francisco Puerta Grande
11,037,0134,0032,Vallejos
11,041,0007,0054,El Comal
11,042,0162,009A,Ranchito de Paredones
11,042,0241,0032,El Cerrito Colorado
11,042,0248,0013,Estancia de San Diego
11,042,0115,009A,San Nicolás Parangueo
11,042,0343,0028,Sendai [Parque Industrial]
11,042,0225,0028,Crucero de Mogotes
11,046,0052,0012,Puerto del Águila
11,042,0190,0102,Puerto de Araceo
11,042,0325,0102,Valle Esmeralda [Residencial]
11,042,0020,0032,La Compañía
11,042,0108,0032,San José de Araceo
11,042,0337,0032,Las Flores
11,042,0117,0032,Santa Ana
11,042,0239,0032,Santiago Apóstol
11,046,0003,0031,La Angostura
10,005,1379,301A,Fraccionamiento Campestre las Granjas Uno
10,005,0345,301A,Residencial Los Arcos [Fraccionamiento]
10,005,1321,301A,Fraccionamiento Campestre las Granjas Dos
10,005,0737,3147,Las Morenitas [Colonia]
10,005,0187,3039,Colonia Hidalgo
10,005,0279,333A,Sebastián Lerdo de Tejada
10,005,0138,3274,Belisario Domínguez
10,005,1108,333A,Fraccionamiento el Pilar
10,012,0003,0838,Los Ángeles
10,027,0032,0347,Santo Niño
10,032,0707,0972,Presa de la Máquina
10,032,0014,0879,Atotonilco
10,014,0005,0902,La Joya de Atotonilco (Atotonilco)
10,013,0177,1157,Estación Yermo
10,001,0049,0800,Francisco Zarco (Las Delicias)
10,001,0108,0800,Manuel Jiménez (Rancho Seco)
10,001,0104,075A,El Progreso (Los Pinos)
10,004,0044,0770,Pedriceña (Estación Pedriceña)
10,003,0007,0171,Las Morenas (La Rosa)
10,004,0015,0802,Los Cuatillos (Hacienda de Pedriceña)
10,004,0011,0982,Cerro Santiago (Cerro de Santiago)
32,029,0009,0013,Colonia Veinte de Noviembre (Santa Ana)
10,006,0006,0421,La Granja
10,012,0560,0838,Dolores (La Borrega)
10,012,0561,0838,La Goleta
10,012,0606,0838,Fortuna de Rancho Güero
10,007,0107,1075,Nazas (Las Lagartijas)
10,009,0045,089A,José María Morelos
10,005,0197,2914,Juan B. Ceballos
10,005,1687,301A,Los Cedros [Fraccionamiento]
10,023,0689,0969,Estación Coyotes (José María Morelos)
10,005,0149,3151,Cinco de Febrero
10,005,1243,3132,Los Chirimoyos [Fraccionamiento]
10,005,0211,3359,Minerva (Colonia)
10,005,0292,3344,Veintiocho de Septiembre
10,005,0222,3077,Nueva Patria (Santo Domingo)
10,005,0194,3274,José Refugio Salcido
10,005,0180,3359,General Felipe Ángeles (Ejido)
10,006,0010,0332,Oriente Aguanaval
10,006,0030,0313,La Prontitud
05,009,0010,0456,Buenavista de Arriba
10,007,0161,1075,El Vergelito
10,036,0009,0789,Banco Nacional
10,012,0026,0791,La Mina (El Sarnoso)
10,007,0049,108A,La Competencia
10,007,0162,108A,Vicente Nava
10,008,0004,0445,Felipe Carrillo Puerto (Tarabillas)
10,009,0072,0705,San Francisco de los Remedios (Las Pintas)
10,017,0028,0618,Ojos Azules (Campo Alegre)
10,010,0044,0833,La Zarca
10,011,0024,0366,Rancho de Peña
10,011,0033,0366,San Antonio del Cuervo (El Cuervo)
10,013,0234,0996,El Milagro
10,012,0022,0819,Juan E. García
10,012,0044,0823,San Jacinto
10,012,0049,0861,Sapioris
10,006,0016,0281,San Luis de Corea
10,036,0038,0628,Morelos (La Loma Yermo) [Granja]
10,036,0119,076A,La Sierrita
10,014,0042,0921,El Troncón
10,015,0019,0350,Paso Nacional
10,022,0003,0247,Los Ángeles
10,038,0007,0054,San Francisco Javier
10,038,0003,0054,Graceros
10,016,0031,0220,Lauro del Villar
10,022,0009,0285,La Joya
10,018,0046,0545,Santa Gertrudis (Tules)
10,018,0011,0691,Emiliano Martínez (Torres)
10,020,0020,0261,Pánuco de Coronado
10,020,0014,0276,General Lázaro Cárdenas
10,005,0602,3202,Fraccionamiento Paraíso de la Sierra
10,021,0032,0305,Yerbanís
10,022,0006,0247,Damián Carmona
10,026,0444,1193,Neveros
10,023,0608,0969,San Antonio y Anexos
10,001,0100,0849,La Plazuela (El Rayo)
10,026,0087,1085,San Luis de Villa Corona
10,027,0004,0366,La Barranca
10,028,0022,0236,José María Patoni (Menores de Arriba)
10,028,0018,019A,Francisco Primo Verdad (Menores de Abajo)
10,028,0017,0274,Pueblo Nuevo Francisco de Ibarra (El Crucero)
10,028,0042,0221,Toledo
10,028,0037,0289,El Saucito
10,018,0005,0687,Campo Agrario (El Bronco)
10,019,0135,0133,Macho Bayo
10,039,0136,009A,Corona del Valle (San Juan Nuevo)
10,032,0091,0296,Providencia
10,032,0119,0915,San Julián
10,032,0044,0296,El Encinal
10,032,0102,0296,El Salvador
10,032,0018,0296,Lozano Zavala (La Campana)
10,019,0173,0203,Bajío de Vacas (Bajío de Atocha)
10,007,0302,1056,El Barro 33 (El Treinta y Tres)
10,016,0047,0254,Revolución Social
10,038,0012,0143,Estación Vicente Guerrero
10,039,0011,0102,Campo Limpio
10,039,0043,0102,Patio de Flores
10,032,0142,1218,San Pedro de Tenerapa
10,039,0013,0117,Valle de Flores (Cantarranas)
10,039,0121,009A,Nuevo Patio de Flores
10,039,0022,0121,Fuente del Llano (Santiaguillo)
10,039,0037,0140,Nueva Esperanza (Cuernavaca)
10,039,0033,0121,Melchor Ocampo (El Trébol)
10,039,0144,0102,Campo de Gracia
